"subject" "activity" "mode" "parameter" "measure" "axis" "value" "component" "datasource"
"27" "SITTING" "TIME" "Mag" "mean" NA -0.963565474 "Body" "Gyro"
"27" "SITTING" "TIME" "JerkMag" "mean" NA -0.994034710714286 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "" "mean" "X" -0.988682108428571 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "" "mean" "Y" -0.974057855571429 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "" "mean" "Z" -0.974665817 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Jerk" "mean" "X" -0.990839607428571 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Jerk" "mean" "Y" -0.985238583714286 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Jerk" "mean" "Z" -0.987087721142857 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "" "mean" "X" -0.987207904714286 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "" "mean" "Y" -0.984141119142857 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "" "mean" "Z" -0.976848134285714 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "Mag" "mean" NA -0.974766466714286 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "JerkMag" "mean" NA -0.988773269428571 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Mag" "mean" NA -0.979482820857143 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "JerkMag" "mean" NA -0.992390264285714 "Body" "Gyro"
"27" "SITTING" "TIME" "" "std" "X" -0.988580107714286 "Body" "Acc"
"27" "SITTING" "TIME" "" "std" "Y" -0.971579125714286 "Body" "Acc"
"27" "SITTING" "TIME" "" "std" "Z" -0.965858735142857 "Body" "Acc"
"27" "SITTING" "TIME" "" "std" "X" -0.982445738 "Gravity" "Acc"
"27" "SITTING" "TIME" "" "std" "Y" -0.982553336571429 "Gravity" "Acc"
"27" "SITTING" "TIME" "" "std" "Z" -0.967268066 "Gravity" "Acc"
"27" "SITTING" "TIME" "Jerk" "std" "X" -0.990658097857143 "Body" "Acc"
"27" "SITTING" "TIME" "Jerk" "std" "Y" -0.985097470714286 "Body" "Acc"
"27" "SITTING" "TIME" "Jerk" "std" "Z" -0.988904001571429 "Body" "Acc"
"27" "SITTING" "TIME" "" "std" "X" -0.988492425142857 "Body" "Gyro"
"27" "SITTING" "TIME" "" "std" "Y" -0.982067465142857 "Body" "Gyro"
"27" "SITTING" "TIME" "" "std" "Z" -0.975713310142857 "Body" "Gyro"
"27" "SITTING" "TIME" "Jerk" "std" "X" -0.993640318285714 "Body" "Gyro"
"27" "SITTING" "TIME" "Jerk" "std" "Y" -0.992226442142857 "Body" "Gyro"
"27" "SITTING" "TIME" "Jerk" "std" "Z" -0.991766787571429 "Body" "Gyro"
"27" "SITTING" "TIME" "Mag" "std" NA -0.969526674714286 "Body" "Acc"
"27" "SITTING" "TIME" "Mag" "std" NA -0.969526674714286 "Gravity" "Acc"
"27" "SITTING" "TIME" "JerkMag" "std" NA -0.989200539571429 "Body" "Acc"
"27" "SITTING" "TIME" "Mag" "std" NA -0.970782132714286 "Body" "Gyro"
"27" "SITTING" "TIME" "JerkMag" "std" NA -0.992112829571429 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "" "std" "X" -0.988659196428571 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "" "std" "Y" -0.971266062714286 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "" "std" "Z" -0.963220672571429 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Jerk" "std" "X" -0.991292270714286 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Jerk" "std" "Y" -0.986083114 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Jerk" "std" "Z" -0.989282516857143 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "" "std" "X" -0.988984618428571 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "" "std" "Y" -0.981037690285714 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "" "std" "Z" -0.977595519142857 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "Mag" "std" NA -0.970885296857143 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "JerkMag" "std" NA -0.988531651142857 "Body" "Acc"
"27" "SITTING" "FREQUENCY" "Mag" "std" NA -0.970528266285714 "Body" "Gyro"
"27" "SITTING" "FREQUENCY" "JerkMag" "std" NA -0.991967776285714 "Body" "Gyro"
"27" "STANDING" "TIME" "" "mean" "X" 0.279566921625 "Body" "Acc"
"27" "STANDING" "TIME" "" "mean" "Y" -0.016593236445 "Body" "Acc"
"27" "STANDING" "TIME" "" "mean" "Z" -0.107835818025 "Body" "Acc"
"27" "STANDING" "TIME" "" "mean" "X" 0.965351492 "Gravity" "Acc"
"27" "STANDING" "TIME" "" "mean" "Y" -0.188504847375 "Gravity" "Acc"
"27" "STANDING" "TIME" "" "mean" "Z" -0.00557416876082625 "Gravity" "Acc"
"27" "STANDING" "TIME" "Jerk" "mean" "X" 0.074969980825 "Body" "Acc"
"27" "STANDING" "TIME" "Jerk" "mean" "Y" 0.0122433312349875 "Body" "Acc"
"27" "STANDING" "TIME" "Jerk" "mean" "Z" -0.00137950299425 "Body" "Acc"
"27" "STANDING" "TIME" "" "mean" "X" -0.026731653905 "Body" "Gyro"
"27" "STANDING" "TIME" "" "mean" "Y" -0.067507120075 "Body" "Gyro"
"27" "STANDING" "TIME" "" "mean" "Z" 0.07168414632375 "Body" "Gyro"
"27" "STANDING" "TIME" "Jerk" "mean" "X" -0.0987605078625 "Body" "Gyro"
"27" "STANDING" "TIME" "Jerk" "mean" "Y" -0.0417471753375 "Body" "Gyro"
"27" "STANDING" "TIME" "Jerk" "mean" "Z" -0.051403918985 "Body" "Gyro"
"27" "STANDING" "TIME" "Mag" "mean" NA -0.972753287375 "Body" "Acc"
"27" "STANDING" "TIME" "Mag" "mean" NA -0.972753287375 "Gravity" "Acc"
"27" "STANDING" "TIME" "JerkMag" "mean" NA -0.985347620125 "Body" "Acc"
"27" "STANDING" "TIME" "Mag" "mean" NA -0.968702956625 "Body" "Gyro"
"27" "STANDING" "TIME" "JerkMag" "mean" NA -0.989532103875 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "" "mean" "X" -0.99012181225 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "" "mean" "Y" -0.961356141125 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "" "mean" "Z" -0.97414624525 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Jerk" "mean" "X" -0.987771749375 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Jerk" "mean" "Y" -0.97586868 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Jerk" "mean" "Z" -0.9851113755 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "" "mean" "X" -0.970149628875 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "" "mean" "Y" -0.983731873 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "" "mean" "Z" -0.980862493125 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "Mag" "mean" NA -0.973186182375 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "JerkMag" "mean" NA -0.984151646 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Mag" "mean" NA -0.975525565625 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "JerkMag" "mean" NA -0.98941848275 "Body" "Gyro"
"27" "STANDING" "TIME" "" "std" "X" -0.9919515835 "Body" "Acc"
"27" "STANDING" "TIME" "" "std" "Y" -0.955171419 "Body" "Acc"
"27" "STANDING" "TIME" "" "std" "Z" -0.962408444875 "Body" "Acc"
"27" "STANDING" "TIME" "" "std" "X" -0.994012162875 "Gravity" "Acc"
"27" "STANDING" "TIME" "" "std" "Y" -0.97964105225 "Gravity" "Acc"
"27" "STANDING" "TIME" "" "std" "Z" -0.968169953625 "Gravity" "Acc"
"27" "STANDING" "TIME" "Jerk" "std" "X" -0.987628362 "Body" "Acc"
"27" "STANDING" "TIME" "Jerk" "std" "Y" -0.975829725 "Body" "Acc"
"27" "STANDING" "TIME" "Jerk" "std" "Z" -0.987354788 "Body" "Acc"
"27" "STANDING" "TIME" "" "std" "X" -0.9699020075 "Body" "Gyro"
"27" "STANDING" "TIME" "" "std" "Y" -0.982498991125 "Body" "Gyro"
"27" "STANDING" "TIME" "" "std" "Z" -0.981281807 "Body" "Gyro"
"27" "STANDING" "TIME" "Jerk" "std" "X" -0.9826424495 "Body" "Gyro"
"27" "STANDING" "TIME" "Jerk" "std" "Y" -0.990798007875 "Body" "Gyro"
"27" "STANDING" "TIME" "Jerk" "std" "Z" -0.9889703575 "Body" "Gyro"
"27" "STANDING" "TIME" "Mag" "std" NA -0.9663601145 "Body" "Acc"
"27" "STANDING" "TIME" "Mag" "std" NA -0.9663601145 "Gravity" "Acc"
"27" "STANDING" "TIME" "JerkMag" "std" NA -0.98415908975 "Body" "Acc"
"27" "STANDING" "TIME" "Mag" "std" NA -0.965693334 "Body" "Gyro"
"27" "STANDING" "TIME" "JerkMag" "std" NA -0.988819784 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "" "std" "X" -0.99287582525 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "" "std" "Y" -0.954381606375 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "" "std" "Z" -0.958924794125 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Jerk" "std" "X" -0.98860681 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Jerk" "std" "Y" -0.977605582 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Jerk" "std" "Z" -0.98820826225 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "" "std" "X" -0.970221836375 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "" "std" "Y" -0.98185775725 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "" "std" "Z" -0.983105048875 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "Mag" "std" NA -0.967529105125 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "JerkMag" "std" NA -0.983022277625 "Body" "Acc"
"27" "STANDING" "FREQUENCY" "Mag" "std" NA -0.96540017025 "Body" "Gyro"
"27" "STANDING" "FREQUENCY" "JerkMag" "std" NA -0.988579092 "Body" "Gyro"
"27" "WALKING" "TIME" "" "mean" "X" 0.276849485438596 "Body" "Acc"
"27" "WALKING" "TIME" "" "mean" "Y" -0.0166478783221912 "Body" "Acc"
"27" "WALKING" "TIME" "" "mean" "Z" -0.112822289263158 "Body" "Acc"
"27" "WALKING" "TIME" "" "mean" "X" 0.944759287368421 "Gravity" "Acc"
"27" "WALKING" "TIME" "" "mean" "Y" -0.187497034561404 "Gravity" "Acc"
"27" "WALKING" "TIME" "" "mean" "Z" -0.126210937305263 "Gravity" "Acc"
"27" "WALKING" "TIME" "Jerk" "mean" "X" 0.0684331971807018 "Body" "Acc"
"27" "WALKING" "TIME" "Jerk" "mean" "Y" 0.00161230290877193 "Body" "Acc"
"27" "WALKING" "TIME" "Jerk" "mean" "Z" -0.020752327245614 "Body" "Acc"
"27" "WALKING" "TIME" "" "mean" "X" -0.08558835714 "Body" "Gyro"
"27" "WALKING" "TIME" "" "mean" "Y" -0.0365348163649123 "Body" "Gyro"
"27" "WALKING" "TIME" "" "mean" "Z" 0.118267750196491 "Body" "Gyro"
"27" "WALKING" "TIME" "Jerk" "mean" "X" -0.0786163508824035 "Body" "Gyro"
"27" "WALKING" "TIME" "Jerk" "mean" "Y" -0.0476974404561403 "Body" "Gyro"
"27" "WALKING" "TIME" "Jerk" "mean" "Z" -0.0650247552701754 "Body" "Gyro"
"27" "WALKING" "TIME" "Mag" "mean" NA -0.238853875263158 "Body" "Acc"
"27" "WALKING" "TIME" "Mag" "mean" NA -0.238853875263158 "Gravity" "Acc"
"27" "WALKING" "TIME" "JerkMag" "mean" NA -0.230500549298246 "Body" "Acc"
"27" "WALKING" "TIME" "Mag" "mean" NA -0.396638753684211 "Body" "Gyro"
"27" "WALKING" "TIME" "JerkMag" "mean" NA -0.562587199473684 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "" "mean" "X" -0.308702374385965 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "" "mean" "Y" -0.13678354122807 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "" "mean" "Z" -0.312372595438596 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Jerk" "mean" "X" -0.345482736842105 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Jerk" "mean" "Y" -0.194767362438596 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Jerk" "mean" "Z" -0.382617091578947 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "" "mean" "X" -0.498017935263158 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "" "mean" "Y" -0.534724231403509 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "" "mean" "Z" -0.318182379824561 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "Mag" "mean" NA -0.327229405789474 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "JerkMag" "mean" NA -0.259934013157895 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Mag" "mean" NA -0.519451704035088 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "JerkMag" "mean" NA -0.623288199649123 "Body" "Gyro"
"27" "WALKING" "TIME" "" "std" "X" -0.348475560526316 "Body" "Acc"
"27" "WALKING" "TIME" "" "std" "Y" -0.187301214964912 "Body" "Acc"
"27" "WALKING" "TIME" "" "std" "Z" -0.297318273508772 "Body" "Acc"
"27" "WALKING" "TIME" "" "std" "X" -0.979866136842105 "Gravity" "Acc"
"27" "WALKING" "TIME" "" "std" "Y" -0.973792999824561 "Gravity" "Acc"
"27" "WALKING" "TIME" "" "std" "Z" -0.956593490526316 "Gravity" "Acc"
"27" "WALKING" "TIME" "Jerk" "std" "X" -0.316184021578947 "Body" "Acc"
"27" "WALKING" "TIME" "Jerk" "std" "Y" -0.104090459225439 "Body" "Acc"
"27" "WALKING" "TIME" "Jerk" "std" "Z" -0.401188539824561 "Body" "Acc"
"27" "WALKING" "TIME" "" "std" "X" -0.606860248596491 "Body" "Gyro"
"27" "WALKING" "TIME" "" "std" "Y" -0.529865057894737 "Body" "Gyro"
"27" "WALKING" "TIME" "" "std" "Z" -0.250120409298246 "Body" "Gyro"
"27" "WALKING" "TIME" "Jerk" "std" "X" -0.523256879298246 "Body" "Gyro"
"27" "WALKING" "TIME" "Jerk" "std" "Y" -0.634105502807017 "Body" "Gyro"
"27" "WALKING" "TIME" "Jerk" "std" "Z" -0.426346962631579 "Body" "Gyro"
"27" "WALKING" "TIME" "Mag" "std" NA -0.407355787017544 "Body" "Acc"
"27" "WALKING" "TIME" "Mag" "std" NA -0.407355787017544 "Gravity" "Acc"
"27" "WALKING" "TIME" "JerkMag" "std" NA -0.266138940350877 "Body" "Acc"
"27" "WALKING" "TIME" "Mag" "std" NA -0.482452355789474 "Body" "Gyro"
"27" "WALKING" "TIME" "JerkMag" "std" NA -0.618718628596491 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "" "std" "X" -0.365256349298246 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "" "std" "Y" -0.267741550175439 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "" "std" "Z" -0.345515217192982 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Jerk" "std" "X" -0.346610413333333 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Jerk" "std" "Y" -0.0655179027631579 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Jerk" "std" "Z" -0.417957993859649 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "" "std" "X" -0.642349125614035 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "" "std" "Y" -0.530943838421053 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "" "std" "Z" -0.297847512280702 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "Mag" "std" NA -0.550392604912281 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "JerkMag" "std" NA -0.279732022017544 "Body" "Acc"
"27" "WALKING" "FREQUENCY" "Mag" "std" NA -0.546888146491228 "Body" "Gyro"
"27" "WALKING" "FREQUENCY" "JerkMag" "std" NA -0.639242384210526 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "X" 0.2975441875 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Y" -0.0135564467159091 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Z" -0.112837694688636 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "X" 0.931380178636364 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Y" -0.166938774772727 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Z" -0.140047614122727 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "X" 0.0936273220295455 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Y" 0.0159869469363636 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Z" -0.00985034750909091 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "X" -0.159826551905227 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Y" -0.0163131590545455 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Z" 0.152695027609091 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "X" -0.0515814754272727 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0642023574227273 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Z" -0.0621043700545455 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Mag" "mean" NA 0.108071382861364 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Mag" "mean" NA 0.108071382861364 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "mean" NA -0.115421210625 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Mag" "mean" NA -0.164783206536364 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "mean" NA -0.440546586136364 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "X" 0.0829831545090909 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Y" -0.0626729573068182 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Z" -0.241600361090909 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "mean" "X" -0.0437826262613636 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "mean" "Y" -0.170975270611364 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "mean" "Z" -0.343626396295455 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "X" -0.2966286115 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Y" -0.402132810611364 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Z" -0.144904904113636 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "mean" NA 0.149816459227273 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "mean" NA 0.010857564025 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.359113724772727 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.46777776875 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" 0.167407531090909 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" -0.0979710029522727 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" -0.240040783340909 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" -0.946975165 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" -0.934963993181818 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" -0.920921521590909 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "X" -0.00358338882727273 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Y" -0.138528104113636 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Z" -0.409310918409091 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" -0.363722908386364 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" -0.481813367954545 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" -0.257846157386364 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "X" -0.493837613409091 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Y" -0.459459295681818 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Z" -0.307268262272727 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA 0.121176277863636 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA 0.121176277863636 "Gravity" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "std" NA -0.0386367422818182 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA -0.307952089840909 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "std" NA -0.465807533547727 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "X" 0.194912716568182 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Y" -0.17564706475 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Z" -0.303090701863636 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "X" -0.0522811342045455 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "Y" -0.163243978431818 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "Z" -0.474755492045455 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "X" -0.390968436431818 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Y" -0.543033246590909 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Z" -0.367816046590909 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "std" NA -0.071212004425 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "std" NA -0.113625944990909 "Body" "Acc"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "std" NA -0.397984195568182 "Body" "Gyro"
"27" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "std" NA -0.502831373477273 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.265770253921569 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.0200953324078431 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.123530438196078 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.868000278627451 "Gravity" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.229278659607843 "Gravity" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.294642640196078 "Gravity" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "X" 0.0734763532039216 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0140229374470588 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Z" 0.0067467910745098 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" -0.0940344886803922 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" 0.00212499391686275 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" 0.140129855776471 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "X" -0.0937518711117647 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0509235220237255 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Z" -0.0629013722509804 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA -0.160589355980392 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA -0.160589355980392 "Gravity" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "JerkMag" "mean" NA -0.479067422156863 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA -0.286145719598039 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "JerkMag" "mean" NA -0.699895090784314 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "X" -0.417607401176471 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Y" -0.249688517843137 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Z" -0.418886395098039 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "X" -0.50311385627451 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "Y" -0.44246561254902 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "Z" -0.608544241568627 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "X" -0.544369229411765 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Y" -0.594092579607843 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Z" -0.400528455490196 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.393928937058824 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.460770277843137 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.607667730196078 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.71917980372549 "Body" "Gyro"
"27" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.295439547254902 "Body" "Acc"
"27" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" -0.0950104077 "Body" "Acc"
